Row,Column,Hostname
0,0,r1i6n8
0,1,r1i6n7
0,2,r1i6n6
0,3,r1i6n5
0,4,r1i6n4
0,5,r1i6n3
0,6,r1i6n2
0,7,r1i6n1
0,8,r1i6n0
1,0,r1i6n26
1,1,r1i6n25
1,2,r1i6n24
1,3,r1i6n23
1,4,r1i6n22
1,5,r1i6n21
1,6,r1i6n20
1,7,r1i6n19
1,8,r1i6n18
2,0,r1i6n17
2,1,r1i6n16
2,2,r1i6n15
2,3,r1i6n14
2,4,r1i6n13
2,5,r1i6n12
2,6,r1i6n11
2,7,r1i6n10
2,8,r1i6n9
3,0,r1i6n35
3,1,r1i6n34
3,2,r1i6n33
3,3,r1i6n32
3,4,r1i6n31
3,5,r1i6n30
3,6,r1i6n29
3,7,r1i6n28
3,8,r1i6n27
