Row,Column,Hostname
0,0,r2i6n8
0,1,r2i6n7
0,2,r2i6n6
0,3,r2i6n5
0,4,r2i6n4
0,5,r2i6n3
0,6,r2i6n2
0,7,r2i6n1
0,8,r2i6n0
1,0,r2i6n26
1,1,r2i6n25
1,2,r2i6n24
1,3,r2i6n23
1,4,r2i6n22
1,5,r2i6n21
1,6,r2i6n20
1,7,r2i6n19
1,8,r2i6n18
2,0,r2i6n17
2,1,r2i6n16
2,2,r2i6n15
2,3,r2i6n14
2,4,r2i6n13
2,5,r2i6n12
2,6,r2i6n11
2,7,r2i6n10
2,8,r2i6n9
3,0,r2i6n35
3,1,r2i6n34
3,2,r2i6n33
3,3,r2i6n32
3,4,r2i6n31
3,5,r2i6n30
3,6,r2i6n29
3,7,r2i6n28
3,8,r2i6n27
